seed,network,n_outskirts,osm_inner_km,osm_outer_km,osm_cache_dir,fleet_size,capacity,service_end_time,placement,intensity,base_rate,structural_zero_prob,announce_lead_min,arrival_buffer_min,dispatcher,n_regions,rebalance_interval_min,forecast_lookahead_min,collect_to,scorer_path,scorer_mode,scorer_top_k,scorer_filter_logit_threshold,assignment_rate,n_assigned,n_requests,mean_wall_ms,median_wall_ms,p95_wall_ms,max_wall_ms,total_wall_s,n_active,mean_route_length,total_deployment_min,runtime_s
11,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.9537037037037037,206,216,0.5120513384032098,0.3875000402331352,1.197812263853848,1.9456669688224792,0.11060308909509331,80,3.433333333333333,154015.06444420788,0.11535275005735457
11,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.9490740740740741,205,216,0.3520781777937103,0.2838129294104874,0.8802078082226217,1.252042013220489,0.07604888640344143,116,3.4166666666666665,155364.8748500078,0.08075766696128994
11,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.8350785340314136,319,382,9.899208600710862,10.288021003361791,16.141637839609757,17.88829208817333,3.7814976854715496,120,5.316666666666666,157365.9420787059,3.7865178750362247
11,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.8350785340314136,319,382,4.1574544126426325,1.3119374634698033,17.450194008415565,18.206542008556426,1.5881475856294855,120,5.316666666666666,157272.28358226834,1.5931424589361995
11,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,,rank,3,-2.0,0.900523560209424,344,382,2.543550714879682,2.346249995753169,5.399522907100618,6.6759999608621,0.9716363730840385,110,5.733333333333333,156456.0313130509,0.9766480419784784
11,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.8795811518324608,336,382,1.059683803798075,0.5132919759489596,5.1003659958951175,5.430166958831251,0.40479921305086464,114,5.6,156687.27583584393,0.41046916600316763
11,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.7120418848167539,272,382,1.006233865207461,0.4627914750017226,3.1697271217126395,3.593083005398512,0.3843813365092501,120,4.533333333333333,156022.69328666708,0.3901337080169469
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.9855072463768116,68,69,2.5005169867443433,2.5073339929804206,3.740766947157681,3.855041926726699,0.1725356720853597,38,0.5666666666666667,299933.1850915603,0.1760807919781655
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.9855072463768116,68,69,1.9328170405376865,1.9091670401394367,2.352633560076356,3.5778749734163284,0.13336437579710037,40,0.5666666666666667,300011.6629980746,0.1373442499898374
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,,rank,3,-2.0,0.9855072463768116,68,69,0.6672023353504314,0.5164169706404209,1.2957829283550382,1.4071670593693852,0.046036961139179766,36,0.5666666666666667,300079.17552488146,0.052284291945397854
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.9855072463768116,68,69,0.6030331757189571,0.5776670295745134,0.9492998011410236,1.1766250245273113,0.04160928912460804,41,0.5666666666666667,300256.7453428297,0.04833787493407726
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.9855072463768116,68,69,0.438664267109572,0.429708044975996,0.6339249899610876,0.8892499608919024,0.03026783443056047,53,0.5666666666666667,301075.4885295736,0.037031458923593163
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.9861111111111112,213,216,4.979502904461697,4.502395575400442,9.302698483224958,10.25779196061194,1.0755726273637265,99,1.775,304166.9239316282,1.0797613329486921
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.9861111111111112,213,216,2.0070871967753328,1.95704196812585,2.799416775815189,3.5510839661583304,0.43353083450347185,102,1.775,304356.9422584884,0.4381497499998659
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,,rank,3,-2.0,0.9861111111111112,213,216,1.280742612262084,1.2281875242479146,2.64323950977996,3.592457971535623,0.27664040424861014,82,1.775,303208.30961020914,0.28199845796916634
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.9861111111111112,213,216,0.689689425160867,0.5949999904260039,1.367374527035281,2.105040941387415,0.14897291583474725,88,1.775,303545.45322808204,0.15490579104516655
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.9537037037037037,206,216,0.4270528173677761,0.40764600271359086,0.5964898155070841,1.0227500461041927,0.09224340855143964,132,1.7166666666666666,305231.0997037202,0.09803754196036607
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.9842931937172775,376,382,10.129517249346112,10.72047947673127,17.697818705346435,18.599709030240774,3.8694755892502144,156,3.1333333333333333,308500.81719026575,3.874133375007659
