seed,network,n_outskirts,osm_inner_km,osm_outer_km,osm_cache_dir,fleet_size,capacity,service_end_time,placement,intensity,base_rate,structural_zero_prob,announce_lead_min,arrival_buffer_min,dispatcher,n_regions,rebalance_interval_min,forecast_lookahead_min,assignment_rate,n_assigned,n_requests,mean_wall_ms,median_wall_ms,p95_wall_ms,max_wall_ms,total_wall_s,n_active,mean_route_length,total_deployment_min,runtime_s
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,0.9534883720930233,164,172,3.029383947737082,2.896312507800758,5.517122894525528,5.7789579732343554,0.5210540390107781,84,2.7333333333333334,154246.46063029903,15.801463334006257
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,3,30.0,60.0,0.9534883720930233,164,172,1.4092252903812847,1.202791987452656,3.263406554469838,3.515459015034139,0.24238674994558096,75,2.7333333333333334,153788.11864252467,0.26933545898646116
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,0.9011627906976745,155,172,0.7529765148213956,0.6871044752188027,1.5197894012089819,1.6289589693769813,0.12951196054928005,72,2.5833333333333335,153423.1955541914,0.15685904200654477
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,0.5402097902097902,309,572,10.334427940245666,12.405958434101194,14.488616544986144,15.965208993293345,5.911292781820521,120,5.15,157296.1818642755,5.938845541910268
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,3,30.0,60.0,0.5944055944055944,340,572,4.4806711886556805,3.9320620126090944,8.456922648474574,8.871875004842877,2.5629439199110493,120,5.666666666666667,157402.10729262518,2.590876458911225
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,0.6276223776223776,359,572,2.604692007970208,2.8016045107506216,4.521472757915035,4.666666034609079,1.489883828558959,120,5.983333333333333,157338.17110073575,1.5178315000375733
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,0.3209028459273798,327,1019,12.99093318433648,15.293582924641669,16.30220056977123,17.933708033524454,13.237760914838873,120,5.45,157340.5277543759,13.266939166001976
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,3,30.0,60.0,0.35819430814524045,365,1019,5.632465695793227,6.317500025033951,8.210462529677898,8.605292066931725,5.739482544013299,120,6.083333333333333,157673.58972821885,5.770775833982043
11,memphis_osm,60,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,0.3729146221786065,380,1019,3.6716728478759686,3.8180829724296927,5.020845786202699,5.499374936334789,3.741434631985612,120,6.333333333333333,157533.3227934755,3.772175999940373
11,memphis_osm,60,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,0.9534883720930233,164,172,3.662055995190776,3.470312454737723,6.204583484213798,6.428540917113423,0.6298736311728135,84,1.3666666666666667,303007.91508339375,0.6567349579418078
